Handle,Title,Body (HTML),Variant SKU,Variant Price,Image Src,Cost per item,Variant Image,Variant Fulfillment Service,Variant Inventory Policy,Variant Inventory Tracker,Google Shopping / Gender,Type,Vendor,Tags,Status,Published,product.metafields.custom.original_prodect_url
"bold_verso_quartz_black_dial_ladies_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/m/o/movado-bold-verso-quartz-black-dial-ladies-watch-3600936_2.jpg?width=546&height=546","","","","","","","","","","","",""
"bold_verso_quartz_black_dial_ladies_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/m/o/movado-bold-verso-quartz-black-dial-ladies-watch-3600936_3.jpg?width=546&height=546","","","","","","","","","","","",""
"constellation_automatic_chronometer_diamond_ladies_watch","Omega, Constellation Automatic Chronometer Diamond Ladies Watch","18kt rose gold case with a brushed &amp; polished 18kt rose gold bracelet. Fixed 18kt rose gold bezel with diamond set. Mother of pearl dial with rose gold-tone hands and diamond hour markers. Dial Type: Analog. Date display at the 6 o'clock position. Omega Calibre 8700 automatic movement with a 50-hour power reserve. Anti-reflective scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Round case shape, case size: 29 mm. Push button folding clasp. Water resistant at 50 meters. Functions: date, hour, minute, second, co-axial escapement, chronometer, magnetic resistant. Constellation Series. Luxury watch style. Watch label: Swiss Made. Omega Constellation Automatic Chronometer Diamond Ladies Watch 131.55.29.20.55.001.","131.55.29.20.55.001","71662","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-constellation-automatic-chronometer-diamond-ladies-watch-13155292055001-13155292055001.jpg?width=546&height=546","55125.00","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-constellation-automatic-chronometer-diamond-ladies-watch-13155292055001-13155292055001.jpg?width=546&height=546","manual","deny","shopify","female","USA Products","Joma Shop","Womens, Watches, Omega, Constellation","Active","TRUE","https://www.jomashop.com/omega-constellation-automatic-chronometer-diamond-ladies-watch-131-55-29-20-55-001.html"
"constellation_automatic_chronometer_diamond_ladies_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-constellation-automatic-chronometer-diamond-ladies-watch-13155292055001-13155292055001_2.jpg?width=546&height=546","","","","","","","","","","","",""
"constellation_automatic_chronometer_diamond_ladies_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-constellation-automatic-chronometer-diamond-ladies-watch-13155292055001-13155292055001_3.jpg?width=546&height=546","","","","","","","","","","","",""
"conquest_v.h.p._quartz_diamond_white_mother_of_pearl_dial_ladies_watch","Longines, Conquest V.H.P. Quartz Diamond White Mother of Pearl Dial Ladies Watch","Stainless steel case with a stainless steel bracelet. Fixed stainless steel bezel set with diamonds. White mother of pearl dial with luminous black hands and diamond hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Longines calibre L288 quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Round case shape. Case size: 36 mm. Case thickness: 10.50 mm. Band width: 18 mm. Deployment clasp with a push button release. Water resistant at 50 meters / 165 feet. Functions: date, hour, minute, second. Additional Info: case set with 56 diamonds (0.381 carats). Conquest V.h.p. Series. Dress watch style. Watch label: Swiss Made. Longines Conquest V.H.P. Quartz Diamond White Mother of Pearl Dial Ladies Watch L3.316.0.87.6.","L3.316.0.87.6","6420","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-conquest-vhp-quartz-diamond-white-mother-of-pearl-dial-ladies-watch-l33160876-l33160876.jpg?width=546&height=546","4939.20","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-conquest-vhp-quartz-diamond-white-mother-of-pearl-dial-ladies-watch-l33160876-l33160876.jpg?width=546&height=546","manual","deny","shopify","female","USA Products","Joma Shop","Womens, Watches, Longines, Conquest V.H.P.","Active","TRUE","https://www.jomashop.com/longines-conquest-v-h-p-quartz-diamond-white-mother-of-pearl-dial-ladies-watch-l3-316-0-87-6.html"
"conquest_v.h.p._quartz_diamond_white_mother_of_pearl_dial_ladies_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-conquest-vhp-quartz-diamond-white-mother-of-pearl-dial-ladies-watch-l33160876-l33160876_2.jpg?width=546&height=546","","","","","","","","","","","",""
"conquest_v.h.p._quartz_diamond_white_mother_of_pearl_dial_ladies_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-conquest-vhp-quartz-diamond-white-mother-of-pearl-dial-ladies-watch-l33160876-l33160876_3.jpg?width=546&height=546","","","","","","","","","","","",""
"legacy_chronograph_quartz_white_mother_of_pearl_dial_ladies_watch","Ferragamo, Legacy Chronograph Quartz White Mother of Pearl Dial Ladies Watch","Silver-tone stainless steel case and bracelet. Fixed silver-tone stainless steel bezel. White mother of pearl dial with gold-tone hands and index hour markers. Double gancini at 8 o'clock position. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands. Date display at the 6 o'clock position. Chronograph - three sub-dials displaying:  60 second, 30 minute and 12 hour. Quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Round case shape, case size: 40 mm. Deployment with push button release clasp. Water resistant at 50 meters / 165 feet. Functions: chronograph, hour, minute, second. Legacy Series. Sport watch style. Watch label: Swiss Made. Salvatore Ferragamo Legacy Chronograph Quartz White Mother of Pearl Dial Ladies Watch SFMW00222.","SFMW00222","3105","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/s/a/salvatore-ferragamo-legacy-chronograph-quartz-white-mother-of-pearl-dial-ladies-watch-sfmw00222.jpg?width=546&height=546","2388.75","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/s/a/salvatore-ferragamo-legacy-chronograph-quartz-white-mother-of-pearl-dial-ladies-watch-sfmw00222.jpg?width=546&height=546","manual","deny","shopify","female","USA Products","Joma Shop","Womens, Watches, Ferragamo, Legacy","Active","TRUE","https://www.jomashop.com/salvatore-ferragamo-legacy-chronograph-quartz-white-mother-of-pearl-dial-ladies-watch-sfmw00222.html"
"legacy_chronograph_quartz_white_mother_of_pearl_dial_ladies_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/s/a/salvatore-ferragamo-legacy-chronograph-quartz-white-mother-of-pearl-dial-ladies-watch-sfmw00222_2.jpg?width=546&height=546","","","","","","","","","","","",""
"legacy_chronograph_quartz_white_mother_of_pearl_dial_ladies_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/s/a/salvatore-ferragamo-legacy-chronograph-quartz-white-mother-of-pearl-dial-ladies-watch-sfmw00222_3.jpg?width=546&height=546","","","","","","","","","","","",""
"g-timeless_quartz_silver_dial_ladies_watch","Gucci, G-Timeless Quartz Silver Dial Ladies Watch","Yellow gold-tone stainless steel case with a brown leather strap. Fixed yellow gold-tone stainless steel bezel. Silver-tone dial with yellow gold-tone hands and index hour markers. Dial Type: Analog. Quartz movement. Scratch resistant sapphire crystal. Solid case back. Round case shape, case size: 36 mm. Buckle clasp. Water resistant at 50 meters / 165 feet. Functions: hour, minute. G-timeless Series. Dress watch style. Watch label: Swiss Made. Gucci G-Timeless Quartz Silver Dial Ladies Watch YA1264199.","YA1264199","3583","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-gtimeless-quartz-silver-dial-ladies-watch-ya1264199_1.jpg?width=546&height=546","2756.25","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/g/u/gucci-gtimeless-quartz-silver-dial-ladies-watch-ya1264199_1.jpg?width=546&height=546","manual","deny","shopify","female","USA Products","Joma Shop","Womens, Watches, Gucci, G-Timeless","Active","TRUE","https://www.jomashop.com/gucci-g-timeless-quartz-silver-dial-ladies-watch-ya1264199.html"
"altiplano_60th_anniversary_hand_wound_pink_dial_18kt_white_gold_ladies_watch","Piaget, Altiplano 60th Anniversary Hand Wound Pink Dial 18kt White Gold Ladies Watch","18kt white gold case with a pink (alligator) leather strap. Fixed 18kt white gold bezel. Pink sun-brushed dial with white gold hands and index hour markers. Dial Type: Analog. Piaget calibre 430P hand wind movement, containing 18 Jewels, composed of 131 parts, bitting at 21600 vph, and has a power reserve of approximately 43 hours. Scratch resistant sapphire crystal. Round case shape. Case size: 34 mm. Case thickness: 6.3 mm. Tang clasp. Water resistant at 30 meters / 100 feet. Functions: hour, minute. Additional Info: limited edition of 360 watches. Altiplano Series. Luxury watch style. Watch label: Swiss Made. Piaget Altiplano 60th Anniversary Hand Wound Pink Dial 18kt White Gold Ladies Watch G0A42109.","G0A42109","42983","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/p/i/piaget-altiplano-60th-anniversary-hand-wound-pink-dial-18kt-white-gold-ladies-watch-g0a42109_1.jpg?width=546&height=546","33063.97","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/p/i/piaget-altiplano-60th-anniversary-hand-wound-pink-dial-18kt-white-gold-ladies-watch-g0a42109_1.jpg?width=546&height=546","manual","deny","shopify","female","USA Products","Joma Shop","Womens, Watches, Piaget, Altiplano","Active","TRUE","https://www.jomashop.com/piaget-altiplano-60th-anniversary-pink-dial-ladies-18k-white-gold-hand-wound-watch-g0a42109.html"
"altiplano_60th_anniversary_hand_wound_pink_dial_18kt_white_gold_ladies_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/p/i/piaget-altiplano-60th-anniversary-hand-wound-pink-dial-18kt-white-gold-ladies-watch-g0a42109_2.jpg?width=546&height=546","","","","","","","","","","","",""
"altiplano_60th_anniversary_hand_wound_pink_dial_18kt_white_gold_ladies_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/p/i/piaget-altiplano-60th-anniversary-hand-wound-pink-dial-18kt-white-gold-ladies-watch-g0a42109_3.jpg?width=546&height=546","","","","","","","","","","","",""
"serpenti_tubogas_18kt_rose_gold_diamond_ladies_watch","Bvlgari, Serpenti Tubogas 18kt Rose Gold Diamond Ladies Watch","18kt rose gold case with a 18kt rose gold bracelet set with diamonds. Fixed 18kt rose gold bezel set with diamonds. Mother of pearl dial with rose gold-tone hands and diamond hour markers. Dial Type: Analog. Date display at the 8 o'clock position. Automatic movement with a 42-hour power reserve. Scratch resistant sapphire crystal. Pull / push crown with a V shaped ruby cabochon and set with a single diamond . Transparent case back. Round case shape. Case size: 33 mm. Fold over clasp with a push button release. Water resistant at 50 meters / 165 feet. Functions: date, hour, minute, second. Serpenti Series. Dress watch style. Watch label: Swiss Made. Item Variations: LUP33WGDGD/11.T. Bvlgari Serpenti Tubogas 18kt Rose Gold Diamond Ladies Watch 103034.","103034","95454","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/v/bvlgari-serpenti-tubogas-18kt-rose-gold-diamond-ladies-watch-103034.jpg?width=546&height=546","73426.50","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/v/bvlgari-serpenti-tubogas-18kt-rose-gold-diamond-ladies-watch-103034.jpg?width=546&height=546","manual","deny","shopify","female","USA Products","Joma Shop","Womens, Watches, Bvlgari, Serpenti","Active","TRUE","https://www.jomashop.com/bvlgari-serpenti-tubogas-watch-103034.html"
"serpenti_tubogas_18kt_rose_gold_diamond_ladies_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/b/v/bvlgari-serpenti-tubogas-18kt-rose-gold-diamond-ladies-watch-103034_2.jpg?width=546&height=546","","","","","","","","","","","",""
"master_collection_automatic_diamond_white_mother_of_pearl_dial_ladies_watch","Longines, Master Collection Automatic Diamond White Mother of Pearl Dial Ladies Watch","18kt rose gold case with a brown alligator leather strap. Fixed 18kt rose gold bezel. White mother of pearl dial with rose gold-tone hands and diamond hour markers. Arabic numeral minute markers (at 5 minute intervals). Dial Type: Analog. Date display at the 3 o'clock position. Longines Calibre L595 Automatic movement, based upon ETA 2000/1, containing 20 Jewels, bitting at 28800 vph, and has a power reserve of approximately 40 hours. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Round case shape, case size: 25.5 mm, case thickness: 9 mm. Band width: 13 mm. Fold over clasp with a safety release. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second. Master Collection Series. Casual watch style. Watch label: Swiss Made. Longines Master Collection Automatic Diamond White Mother of Pearl Dial Ladies Watch L2.128.8.87.3.","L2.128.8.87.3","16162","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-master-collection-automatic-diamond-white-mother-of-pearl-dial-ladies-watch-l21288873-l21288873.jpg?width=546&height=546","12432.45","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-master-collection-automatic-diamond-white-mother-of-pearl-dial-ladies-watch-l21288873-l21288873.jpg?width=546&height=546","manual","deny","shopify","female","USA Products","Joma Shop","Womens, Watches, Longines, Master Collection","Active","TRUE","https://www.jomashop.com/longines-master-collection-automatic-diamond-white-mother-of-pearl-dial-ladies-watch-l2-128-8-87-3.html"
"master_collection_automatic_diamond_white_mother_of_pearl_dial_ladies_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-master-collection-automatic-diamond-white-mother-of-pearl-dial-ladies-watch-l21288873-l21288873_2.jpg?width=546&height=546","","","","","","","","","","","",""
"master_collection_automatic_diamond_white_mother_of_pearl_dial_ladies_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-master-collection-automatic-diamond-white-mother-of-pearl-dial-ladies-watch-l21288873-l21288873_3.jpg?width=546&height=546","","","","","","","","","","","",""
"constellation_manhattan_champagne_diamond_dial_ladies_watch","Omega, Constellation Manhattan Champagne Diamond Dial Ladies Watch","Stainless steel case with a stainless steel bezel with 18kt yellow gold bars. Uni-directional rotating 18kt yellow gold bezel set with diamonds. Sun-brushed champagne dial with 18kt yellow gold hands and diamond hour markers. Dial Type: Analog. Omega calibre 4061 quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Round case shape. Case size: 28 mm. Band width: 17.5 mm. Fold over clasp with a push button release. Water resistant at 30 meters / 100 feet. Functions: hour, minute. Luxury watch style. Watch label: Swiss Made. Omega Constellation Manhattan Champagne Diamond Dial Ladies Watch 131.25.28.60.58.001.","131.25.28.60.58.001","25559","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-constellation-manhattan-champagne-diamond-dial-ladies-watch-131.25.28.60.58.001.jpg?width=546&height=546","19661.25","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-constellation-manhattan-champagne-diamond-dial-ladies-watch-131.25.28.60.58.001.jpg?width=546&height=546","manual","deny","shopify","female","USA Products","Joma Shop","Womens, Watches, Omega, Constellation","Active","TRUE","https://www.jomashop.com/omega-watch-131-25-28-60-58-001.html"
"constellation_manhattan_champagne_diamond_dial_ladies_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-constellation-manhattan-champagne-diamond-dial-ladies-watch-131.25.28.60.58.001_2.jpg?width=546&height=546","","","","","","","","","","","",""
"constellation_manhattan_champagne_diamond_dial_ladies_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/o/m/omega-constellation-manhattan-champagne-diamond-dial-ladies-watch-131.25.28.60.58.001_3.jpg?width=546&height=546","","","","","","","","","","","",""
"elegant_automatic_white_dial_ladies_watch","Longines, Elegant Automatic White Dial Ladies Watch","Stainless steel case with a black (alligator) leather strap. Fixed stainless steel bezel. White dial with black hands and Roman numeral hour markers. Minute markers around the outer rim. Dial Type: Analog. Date display at the 3 o'clock position. Longines calibre L619/888 automatic movement, based upon ETA 2892, containing 21 Jewels, bitting at 25200 vph, and has a power reserve of approximately 64 hours. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Round case shape. Case size: 34.5 mm. Case thickness: 5 mm. Tang clasp. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second. Elegant Series. Dress watch style. Watch label: Swiss Made. Longines Elegant Automatic White Dial Ladies Watch L4.809.4.11.2.","L4.809.4.11.2","4390","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-elegant-automatic-white-dial-ladies-watch-l4.809.4.11.2.jpg?width=546&height=546","3377.32","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-elegant-automatic-white-dial-ladies-watch-l4.809.4.11.2.jpg?width=546&height=546","manual","deny","shopify","female","USA Products","Joma Shop","Womens, Watches, Longines, Elegant","Active","TRUE","https://www.jomashop.com/longines-elegant-watch-l4-809-4-11-2.html"
"elegant_automatic_white_dial_ladies_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-elegant-automatic-white-dial-ladies-watch-l4.809.4.11.2_2.jpg?width=546&height=546","","","","","","","","","","","",""
"elegant_automatic_white_dial_ladies_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-elegant-automatic-white-dial-ladies-watch-l4.809.4.11.2_3.jpg?width=546&height=546","","","","","","","","","","","",""
"record_automatic_silver_dial_ladies_watch","Longines, Record Automatic Silver Dial Ladies Watch","Silver-tone stainless steel case and bracelet. Silver-tone bezel. Silver dial with silver-tone hands and Arabic numeral, index hour markers. Dial Type: Analog. Date display at the 3 o'clock position. Longines Calibre L592.4 Automatic movement, based upon ETA A20.L11, containing 22 Jewels, bitting at 28800 vph, and has a power reserve of approximately 40 hours. Scratch resistant sapphire crystal. Transparent see through case back. Round case shape, case size: 26 mm. Deployment clasp. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second. Record Series. Watch label: Swiss Made. Longines Record Automatic Silver Dial Ladies Watch L23204766.","L23204766","4963","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-record-automatic-silver-dial-ladies-watch-l23204766.jpg?width=546&height=546","3818.32","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-record-automatic-silver-dial-ladies-watch-l23204766.jpg?width=546&height=546","manual","deny","shopify","female","USA Products","Joma Shop","Womens, Watches, Longines, Record","Active","TRUE","https://www.jomashop.com/longines-record-automatic-silver-dial-ladies-watch-l23204766.html"
"record_automatic_silver_dial_ladies_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-record-automatic-silver-dial-ladies-watch-l23204766_2.jpg?width=546&height=546","","","","","","","","","","","",""
"record_automatic_silver_dial_ladies_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-record-automatic-silver-dial-ladies-watch-l23204766_3.jpg?width=546&height=546","","","","","","","","","","","",""
"record_automatic_silver_dial_ladies_watch","","","","","https://cdn2.jomashop.com/media/catalog/product/cache/fc2ff48f80400416c47c36b80c0a3202/l/o/longines-record-automatic-silver-dial-ladies-watch-l23204766_4.jpg?width=546&height=546","","","","","","","","","","","",""
